,#,Tháng,Số điểm cháy
0,1,1,317
1,2,2,235
2,3,3,206
3,4,4,110
4,5,5,23
5,6,6,3
6,7,7,6
7,8,8,4
8,9,9,2
9,10,10,1
10,11,12,22
