,#,Tháng,Số điểm cháy
0,1,1,5
1,2,2,3
2,3,3,45
3,4,4,28
4,5,5,8
5,6,6,5
6,7,7,10
7,8,8,2
8,9,9,22
9,10,10,14
10,11,11,4
