,#,Tên huyện,Số điểm cháy
0,1,TX. Hồng Lĩnh,2
1,2,Hương Khê,54
2,3,Thạch Hà,12
3,4,Hà Tĩnh,3
4,5,Hương Sơn,59
5,6,Nghi Xuân,4
6,7,Đức Thọ,4
7,8,Can Lộc,6
8,9,Kỳ Anh,115
9,10,Vũ Quang,51
10,11,Cẩm Xuyên,12
11,12,TX. Kỳ Anh,90
