,#,Tháng,Số điểm cháy
0,1,1,5
1,2,2,12
2,3,3,14
3,4,4,32
4,5,5,6
5,6,6,7
6,7,7,1
7,8,8,3
8,9,9,4
9,10,10,7
10,11,11,1
11,12,12,3
