,#,Tên huyện,Số điểm cháy
0,1,Thuận Châu,24
1,2,Yên Châu,11
2,3,Sông Mã,47
3,4,Quỳnh Nhai,35
4,5,Mường La,34
5,6,Phù Yên,15
6,7,Mai Sơn,26
7,8,Sốp Cộp,88
8,9,Sơn La,7
9,10,Bắc Yên,8
10,11,Vân Hồ,22
11,12,Mộc Châu,9
