,#,Tháng,Số điểm cháy
0,1,1,278
1,2,2,2151
2,3,3,9732
3,4,4,1419
4,5,5,88
5,6,6,31
6,7,7,113
7,8,8,95
8,9,9,42
9,10,10,120
10,11,11,30
11,12,12,6
