,#,Tên huyện,Số điểm cháy
0,1,Châu Thành,12
1,2,Thanh Bình,46
2,3,Tam Nông,86
3,4,Tân Hồng,31
4,5,Sa Đéc,4
5,6,Lấp Vò,27
6,7,Hồng Ngự,23
7,8,Cao Lãnh,9
8,9,Tháp Mười,99
9,10,Lai Vung,17
10,11,TX. Hồng Ngự,12
11,12,Cao Lãnh,76
