,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,2
1,2,Chợ Mới,15
2,3,Pác Nặm,9
3,4,Ba Bể,2
4,5,Chợ Đồn,19
5,6,Na Rì,15
6,7,Bạch Thông,5
7,8,TX. Bắc Kạn,4
