,#,Tháng,Số điểm cháy
0,1,1,158
1,2,2,5039
2,3,3,6912
3,4,4,3688
4,5,5,72
5,6,6,20
6,7,7,11
7,8,9,33
8,9,10,118
9,10,11,117
10,11,12,68
