,#,Tên huyện,Số điểm cháy
0,1,Hạ Hòa,4
1,2,Tam Nông,1
2,3,Thanh Sơn,13
3,4,Tân Sơn,6
4,5,Thanh Thủy,1
5,6,Yên Lập,6
