,#,Tháng,Số điểm cháy
0,1,1,52
1,2,2,1302
2,3,3,3809
3,4,4,2244
4,5,5,97
5,6,6,18
6,7,7,36
7,8,8,24
8,9,9,79
9,10,10,116
10,11,11,62
11,12,12,35
