,#,Tên huyện,Số điểm cháy
0,1,A Lưới,567
1,2,Phong Điền,520
2,3,Huế,1
3,4,TX. Hương Thủy,272
4,5,Hương Trà,394
5,6,Quảng Điền,12
6,7,Nam Đông,237
7,8,Phú Lộc,436
8,9,Phú Vang,27
