,#,Tháng,Số điểm cháy
0,1,1,45
1,2,2,52
2,3,3,71
3,4,4,248
4,5,5,4
5,6,6,3
6,7,7,18
7,8,8,2
8,9,9,53
9,10,10,6
10,11,11,71
11,12,12,10
