,#,Tháng,Số điểm cháy
0,1,1,6
1,2,2,44
2,3,3,47
3,4,4,82
4,5,5,30
5,6,6,11
6,7,7,5
7,8,8,7
8,9,9,19
9,10,10,40
10,11,11,7
11,12,12,3
