,#,Tháng,Số điểm cháy
0,1,1,190
1,2,2,6657
2,3,3,17369
3,4,4,8689
4,5,5,200
5,6,6,42
6,7,7,4
7,8,9,6
8,9,10,16
9,10,11,35
10,11,12,70
