,#,Tháng,Số điểm cháy
0,1,2,4
1,2,3,8
2,3,4,11
3,4,5,4
4,5,6,9
5,6,7,8
6,7,8,5
7,8,9,27
8,9,10,20
9,10,11,11
10,11,12,12
