,#,Tên huyện,Số điểm cháy
0,1,Q. Liên Chiểu,52
1,2,Q. Hải Châu,2
2,3,Q. Ngũ Hành Sơn,1
3,4,Q. Cẩm Lệ,37
4,5,Q. Sơn Trà,8
5,6,Hòa Vang,364
