,#,Tên huyện,Số điểm cháy
0,1,Quỳ Châu,75
1,2,Tương Dương,179
2,3,Nghĩa Đàn,6
3,4,Tân Kỳ,1
4,5,Đô Lương,4
5,6,Quế Phong,84
6,7,Kỳ Sơn,183
7,8,Anh Sơn,1
8,9,Quỳnh Lưu,2
9,10,Con Cuông,36
10,11,Quỳ Hợp,25
11,12,Thanh Chương,12
12,13,Yên Thành,4
