,#,Tên huyện,Số điểm cháy
0,1,Cao Bằng,14
1,2,Nguyên Bình,105
2,3,Hòa An,114
3,4,Bảo Lâm,246
4,5,Hà Quảng,3
5,6,Hạ Lang,19
6,7,Trà Lĩnh,2
7,8,Quảng Uyên,7
8,9,Thạch An,408
9,10,Bảo Lạc,190
10,11,Thông Nông,30
11,12,Trùng Khánh,6
12,13,Phục Hòa,14
