,#,Tháng,Số điểm cháy
0,1,1,12
1,2,2,150
2,3,3,458
3,4,4,262
4,5,5,20
5,6,6,65
6,7,8,10
7,8,9,4
8,9,10,27
9,10,11,13
10,11,12,87
