,#,Tên huyện,Số điểm cháy
0,1,Lâm Bình,184
1,2,Chiêm Hóa,568
2,3,Hàm Yên,381
3,4,Yên Sơn,433
4,5,Sơn Dương,165
5,6,Na Hang,197
6,7,Tuyên Quang,17
