,#,Tên huyện,Số điểm cháy
0,1,Tây Ninh,5
1,2,Dương Minh Châu,29
2,3,Bến Cầu,27
3,4,Tân Biên,47
4,5,Tân Châu,106
5,6,Gò Dầu,83
6,7,Hòa Thành,9
7,8,Trảng Bàng,43
8,9,Châu Thành,31
