,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,32
1,2,Ia Grai,55
2,3,Chư Prông,103
3,4,Krông Pa,88
4,5,Đăk Đoa,16
5,6,Kông Chro,43
6,7,Chư Păh,65
7,8,TX. An Khê,1
8,9,Mang Yang,48
9,10,Đak Pơ,4
10,11,Ia Pa,18
11,12,Chư Sê,5
12,13,TX. AYun Pa,11
13,14,KBang,42
14,15,Chư Pưh,36
15,16,Phú Thiện,11
