,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,76
1,2,Ba Tơ,181
2,3,Nghĩa Hành,11
3,4,Mộ Đức,7
4,5,Tây Trà,37
5,6,Sơn Tây,44
6,7,Sơn Tịnh,7
7,8,Bình Sơn,10
8,9,Đức Phổ,17
9,10,Tư Nghĩa,3
10,11,Sơn Hà,60
11,12,Minh Long,21
