,#,Tên huyện,Số điểm cháy
0,1,Bình Gia,32
1,2,Tràng Định,42
2,3,Chi Lăng,1
3,4,Hữu Lũng,7
4,5,Đình Lập,13
5,6,Lộc Bình,2
6,7,Văn Quan,1
7,8,Bắc Sơn,10
