,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,11
1,2,Kỳ Sơn,7
2,3,Lạc Sơn,8
3,4,Mai Châu,17
4,5,Cao Phong,4
5,6,Yên Thủy,10
6,7,Kim Bôi,15
7,8,Tân Lạc,12
8,9,Lạc Thủy,15
9,10,Hòa Bình,4
10,11,Đà Bắc,38
