,#,Tháng,Số điểm cháy
0,1,1,70
1,2,2,410
2,3,3,589
3,4,4,825
4,5,5,38
5,6,6,30
6,7,7,65
7,8,8,24
8,9,9,54
9,10,10,76
10,11,11,112
11,12,12,58
