,#,Tên huyện,Số điểm cháy
0,1,Lục Nam,9
1,2,Lục Ngạn,8
2,3,Cấm Sơn,8
3,4,Sơn Động,28
4,5,Yên Dũng,1
5,6,Lạng Giang,1
6,7,Yên Thế,4
