,#,Tên huyện,Số điểm cháy
0,1,Vĩnh Thuận,58
1,2,Phú Quốc,171
2,3,TX. Hà Tiên,36
3,4,Rạch Giá,285
4,5,Giang Thành,898
5,6,Châu Thành,491
6,7,Kiên Lương,888
7,8,Gò Quao,501
8,9,Tân Hiệp,2167
9,10,Hòn Đất,2991
10,11,An Minh,53
11,12,U Minh Thượng,179
12,13,Kiên Hải,1
13,14,Giồng Riềng,2934
14,15,An Biên,58
