,#,Tên huyện,Số điểm cháy
0,1,Cao Bằng,2
1,2,Nguyên Bình,11
2,3,Hòa An,8
3,4,Bảo Lâm,33
4,5,Hạ Lang,1
5,6,Thạch An,37
6,7,Bảo Lạc,19
7,8,Thông Nông,4
