,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,14
2,3,3,48
3,4,4,90
4,5,5,11
5,6,6,19
6,7,7,15
7,8,8,30
8,9,9,28
9,10,10,12
10,11,11,18
11,12,12,1
