,#,Tháng,Số điểm cháy
0,1,1,26
1,2,2,154
2,3,3,329
3,4,4,424
4,5,5,63
5,6,6,17
6,7,7,63
7,8,8,2
8,9,9,60
9,10,10,26
10,11,11,36
11,12,12,25
