,#,Tháng,Số điểm cháy
0,1,1,17
1,2,2,233
2,3,3,306
3,4,4,589
4,5,5,93
5,6,6,48
6,7,7,72
7,8,8,143
8,9,9,451
9,10,10,171
10,11,11,79
11,12,12,27
