,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,3
1,2,Chợ Mới,23
2,3,Pác Nặm,5
3,4,Ba Bể,16
4,5,Chợ Đồn,16
5,6,Na Rì,12
6,7,Bạch Thông,21
7,8,TX. Bắc Kạn,5
