,#,Tên huyện,Số điểm cháy
0,1,Đông Hưng,3
1,2,Kiến Xương,7
2,3,Hưng Hà,8
3,4,Quỳnh Phụ,10
4,5,Thái Thụy,14
5,6,Tiền Hải,12
6,7,Vũ Thư,3
7,8,Thái Bình,2
