,#,Tháng,Số điểm cháy
0,1,1,52
1,2,2,224
2,3,3,4
3,4,4,119
4,5,5,237
5,6,6,85
6,7,7,46
7,8,8,23
8,9,9,29
9,10,10,48
10,11,11,37
11,12,12,70
