,#,Tên huyện,Số điểm cháy
0,1,Lang Chánh,5
1,2,Thạch Thành,1
2,3,Như Xuân,9
3,4,Quan Sơn,24
4,5,Quan Hóa,40
5,6,Tĩnh Gia,3
6,7,Thường Xuân,5
7,8,Như Thanh,2
8,9,Mường Lát,122
