,#,Tên huyện,Số điểm cháy
0,1,Chợ Mới,132
1,2,Ngân Sơn,70
2,3,Chợ Đồn,300
3,4,Na Rì,258
4,5,Ba Bể,67
5,6,Pác Nặm,50
6,7,Bạch Thông,92
7,8,TX. Bắc Kạn,44
