,#,Tháng,Số điểm cháy
0,1,1,166
1,2,2,831
2,3,3,940
3,4,4,689
4,5,5,95
5,6,6,48
6,7,7,105
7,8,8,45
8,9,9,82
9,10,10,195
10,11,11,239
11,12,12,139
