,#,Tháng,Số điểm cháy
0,1,1,11
1,2,2,8
2,3,3,34
3,4,4,89
4,5,5,36
5,6,6,42
6,7,7,63
7,8,8,18
8,9,9,79
9,10,10,15
10,11,11,17
11,12,12,8
