,#,Tháng,Số điểm cháy
0,1,1,8
1,2,2,30
2,3,3,7
3,4,4,43
4,5,5,86
5,6,6,14
6,7,7,39
7,8,8,10
8,9,9,12
9,10,10,44
10,11,11,26
11,12,12,38
