,#,Tháng,Số điểm cháy
0,1,1,1
1,2,2,24
2,3,3,69
3,4,4,99
4,5,5,98
5,6,6,75
6,7,7,8
7,8,8,2
8,9,10,2
9,10,11,3
10,11,12,3
