,#,Tháng,Số điểm cháy
0,1,1,74
1,2,2,180
2,3,3,449
3,4,4,486
4,5,5,26
5,6,6,9
6,7,7,15
7,8,8,19
8,9,9,3
9,10,10,37
10,11,11,5
11,12,12,1
