,#,Tháng,Số điểm cháy
0,1,1,5
1,2,2,465
2,3,3,399
3,4,4,1181
4,5,5,29
5,6,6,5
6,7,8,3
7,8,9,14
8,9,10,39
9,10,11,45
10,11,12,4
