,#,Tên huyện,Số điểm cháy
0,1,Vĩnh Thuận,14
1,2,Phú Quốc,66
2,3,Rạch Giá,20
3,4,TX. Hà Tiên,9
4,5,Giang Thành,83
5,6,Châu Thành,12
6,7,Kiên Lương,101
7,8,Gò Quao,16
8,9,Tân Hiệp,95
9,10,Hòn Đất,131
10,11,U Minh Thượng,16
11,12,An Minh,16
12,13,Kiên Hải,1
13,14,Giồng Riềng,28
14,15,An Biên,14
