,#,Tên huyện,Số điểm cháy
0,1,Tam Dương,2
1,2,Vĩnh Tường,15
2,3,Sông Lô,4
3,4,Vĩnh Yên,9
4,5,Tam Đảo,13
5,6,Bình Xuyên,11
6,7,Yên Lạc,12
7,8,Lập Thạch,7
8,9,TX. Phúc Yên,20
