,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,3696
1,2,Kon Rẫy,3974
2,3,Ia H' Drai,8156
3,4,Kon Plông,1377
4,5,Đắk Hà,2703
5,6,Sa Thầy,3653
6,7,Ngọc Hồi,3161
7,8,Đắk Tô,1174
8,9,Tu Mơ Rông,4456
9,10,Kon Tum,928
