,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,4
1,2,An Lão,21
2,3,TX. An Nhơn,4
3,4,Quy Nhơn,10
4,5,Phù Mỹ,9
5,6,Hoài  Ân,21
6,7,Vân Canh,53
7,8,Hoài Nhơn,37
8,9,Tây Sơn,5
9,10,Vĩnh Thạnh,23
