,#,Tháng,Số điểm cháy
0,1,1,15
1,2,2,11
2,3,3,30
3,4,4,38
4,5,5,26
5,6,6,7
6,7,7,16
7,8,8,2
8,9,9,12
9,10,10,1
10,11,11,2
