,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,69
1,2,Tuy Phước,6
2,3,An Lão,153
3,4,TX. An Nhơn,9
4,5,Quy Nhơn,24
5,6,Phù Mỹ,21
6,7,Hoài  Ân,128
7,8,Vân Canh,89
8,9,Hoài Nhơn,35
9,10,Tây Sơn,34
10,11,Vĩnh Thạnh,74
