,#,Tháng,Số điểm cháy
0,1,1,63
1,2,2,327
2,3,3,816
3,4,4,126
4,5,5,45
5,6,6,2
6,7,8,7
7,8,9,3
8,9,10,7
9,10,11,14
10,11,12,2
