,#,Tên huyện,Số điểm cháy
0,1,Đông Triều,131
1,2,Hòn Nhà Đèn,34
2,3,TX. Quảng Yên,34
3,4,Đầm Hà,243
4,5,Hạ Long,34
5,6,Ba Chẽ,804
6,7,Hải Hà,258
7,8,Cẩm Phả,285
8,9,Uông Bí,152
9,10,Bình Liêu,106
10,11,Vân Đồn,147
11,12,Móng Cái,364
12,13,Tiên Yên,440
13,14,Hoành Bồ,849
