,#,Tên huyện,Số điểm cháy
0,1,Bình Gia,49
1,2,Tràng Định,27
2,3,Chi Lăng,6
3,4,Hữu Lũng,5
4,5,Đình Lập,20
5,6,Lộc Bình,7
6,7,Văn Lãng,1
7,8,Cao Lộc,1
8,9,Bắc Sơn,14
