,#,Tên huyện,Số điểm cháy
0,1,Tam Dương,7
1,2,Vĩnh Tường,6
2,3,Sông Lô,7
3,4,Vĩnh Yên,11
4,5,Tam Đảo,30
5,6,Bình Xuyên,13
6,7,Lập Thạch,12
7,8,Yên Lạc,5
8,9,TX. Phúc Yên,4
