,#,Tên huyện,Số điểm cháy
0,1,Phong Điền,18
1,2,A Lưới,20
2,3,TX. Hương Thủy,20
3,4,Hương Trà,23
4,5,Nam Đông,10
5,6,Phú Lộc,18
