,#,Tháng,Số điểm cháy
0,1,1,1087
1,2,2,20619
2,3,3,11828
3,4,4,8794
4,5,5,227
5,6,6,48
6,7,7,65
7,8,8,97
8,9,9,142
9,10,10,172
10,11,11,437
11,12,12,608
