,#,Tên huyện,Số điểm cháy
0,1,TX. Bến Cát,459
1,2,Dầu Tiếng,324
2,3,TX. Dĩ An,42
3,4,Bắc Tân Uyên,310
4,5,TX. Thuận An,101
5,6,Bàu Bàng,593
6,7,TX. Tân Uyên,172
7,8,Thủ Dầu Một,79
8,9,Phú Giáo,271
