,#,Tháng,Số điểm cháy
0,1,1,18
1,2,2,111
2,3,3,88
3,4,4,330
4,5,5,1079
5,6,6,638
6,7,7,39
7,8,8,72
8,9,9,47
9,10,10,17
10,11,11,55
11,12,12,161
