,#,Tên huyện,Số điểm cháy
0,1,Yên Mô,1
1,2,Nho Quan,14
2,3,Yên Khánh,7
3,4,Ninh Bình,1
4,5,Khu dự trữ sinh quyển,3
5,6,Kim Sơn,3
6,7,Khu dự trữ sinh quyển,3
7,8,Gia Viễn,40
8,9,TX. Tam Điệp,22
9,10,Hoa Lư,37
