,#,Tháng,Số điểm cháy
0,1,1,5
1,2,2,49
2,3,3,33
3,4,4,77
4,5,5,19
5,6,6,15
6,7,7,31
7,8,8,31
8,9,9,87
9,10,10,81
10,11,11,52
11,12,12,11
