,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,14
1,2,Chợ Mới,10
2,3,Ba Bể,4
3,4,Chợ Đồn,10
4,5,Na Rì,18
5,6,Bạch Thông,3
