,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,150
1,2,Tủa Chùa,25
2,3,TX. Mường Lay,5
3,4,Điện Biên Đông,108
4,5,Mường Chà,149
5,6,Tuần Giáo,112
6,7,Điện Biên,264
7,8,Điện Biên Ph,2
8,9,Mường Nhé,173
9,10,Mường ảng,25
