,#,Tháng,Số điểm cháy
0,1,1,163
1,2,2,2177
2,3,3,8358
3,4,4,2280
4,5,5,155
5,6,6,12
6,7,7,364
7,8,8,81
8,9,9,18
9,10,10,17
10,11,11,69
11,12,12,50
