,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,4053
1,2,Ia Grai,3571
2,3,Chư Prông,8605
3,4,Krông Pa,3924
4,5,Đăk Đoa,1717
5,6,Kông Chro,8422
6,7,Chư Păh,3224
7,8,Plei Ku,52
8,9,TX. An Khê,176
9,10,Mang Yang,4494
10,11,Đak Pơ,539
11,12,Ia Pa,2689
12,13,Chư Sê,1637
13,14,TX. AYun Pa,1794
14,15,KBang,1862
15,16,Chư Pưh,3995
16,17,Phú Thiện,2954
